IMEI, SessionID,gyroTimestamp,gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s), accelTimestamp,accelX,accelY,accelZ, geoTimestamp, Lat,Long,Speed(mph),TrueHeading,Alt(feet),Accuracy,AltAccuracy
some IMEI,16,04-01-2017 19:51:22.710,-0.00146,0.00069,-0.00360,04-01-2017 19:51:22.641,-0.06794,0.04070,9.72854
some IMEI,16,04-01-2017 19:51:22.817,-0.00226,-0.00091,-0.00067,04-01-2017 19:51:22.711,-0.02424,0.05746,9.79019
some IMEI,16,04-01-2017 19:51:23.144,0.00041,0.00149,-0.00493,04-01-2017 19:51:23.068,-0.05956,0.01975,9.72076
some IMEI,16,04-01-2017 19:51:23.343,-0.00146,-0.00171,-0.00146,04-01-2017 19:51:23.264,-0.06315,0.03472,9.76206
some IMEI,16,04-01-2017 19:51:23.582,0.00041,-0.00197,-0.00120,04-01-2017 19:51:23.464,-0.06853,0.04609,9.71597
some IMEI,16,04-01-2017 19:51:23.782,-0.00252,0.00149,-0.00040,04-01-2017 19:51:23.664,-0.04579,0.03831,9.72734
some IMEI,16,04-01-2017 19:51:23.982,-0.00239,-0.00295,-0.00164,04-01-2017 19:51:23.872,-0.01526,0.05686,9.72495
some IMEI,16,04-01-2017 19:51:24.182,-0.00026,-0.00668,0.00395,04-01-2017 19:51:24.064,-0.09307,0.14485,9.76505
some IMEI,16,04-01-2017 19:51:24.383,-0.00212,-0.00242,0.00102,04-01-2017 19:51:24.266,0.02903,-0.07242,9.69322
some IMEI,16,04-01-2017 19:51:24.585,0.00187,-0.00189,0.00262,04-01-2017 19:51:24.464,-0.05357,0.11911,9.58608
some IMEI,16,04-01-2017 19:51:24.790,0.00001,0.00157,0.00315,04-01-2017 19:51:24.664,-0.07452,0.05028,9.74769
some IMEI,16,04-01-2017 19:51:24.964,0.00134,-0.00056,0.00076,04-01-2017 19:51:24.865,-0.04639,0.05148,9.73752
some IMEI,16,04-01-2017 19:51:25.195,-0.00026,-0.00003,-0.00324,04-01-2017 19:51:25.004,-0.06195,0.03831,9.76565
some IMEI,16,04-01-2017 19:51:25.397,-0.00026,0.00104,-0.00084,04-01-2017 19:51:25.306,-0.04699,0.02454,9.77343,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:25.434,0.00001,0.00077,-0.00137,04-01-2017 19:51:25.398,-0.06674,0.03172,9.77044,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:25.830,-0.00014,-0.00112,0.00037,04-01-2017 19:51:25.831,-0.05417,0.02215,9.72435,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:26.020,0.00119,-0.00006,-0.00256,04-01-2017 19:51:26.021,0.00509,0.04010,9.75308,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:26.220,-0.00201,-0.00246,-0.00097,04-01-2017 19:51:26.221,-0.04878,0.06225,9.74829,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:26.299,-0.00014,0.00154,0.00143,04-01-2017 19:51:26.261,-0.01167,0.06105,9.73991,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:26.584,0.00250,0.00071,0.00295,04-01-2017 19:51:26.581,-0.04878,0.07721,9.73153,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:26.841,0.00090,-0.00009,0.00241,04-01-2017 19:51:26.842,-0.04758,0.04788,9.74350,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:27.041,-0.00043,0.00444,0.00002,04-01-2017 19:51:27.043,-0.02664,0.09038,9.75009,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:27.243,0.00090,-0.00009,0.00028,04-01-2017 19:51:27.246,-0.04459,0.05986,9.70340,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:27.479,0.00330,-0.00089,-0.00105,04-01-2017 19:51:27.450,-0.03142,0.05806,9.76625,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:27.679,0.00090,-0.00089,0.00028,04-01-2017 19:51:27.703,-0.03980,0.05447,9.75009,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:27.881,0.00037,-0.00116,-0.00025,04-01-2017 19:51:27.882,-0.05776,0.04788,9.70579,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:28.040,0.00037,-0.00142,-0.00105,04-01-2017 19:51:28.044,-0.04998,0.05626,9.75607,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:28.360,0.00037,0.00044,0.00135,04-01-2017 19:51:28.367,-0.06554,0.06823,9.75009,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
some IMEI,16,04-01-2017 19:51:28.558,-0.00043,0.00071,0.00028,04-01-2017 19:51:28.560,-0.03262,0.01377,9.74889,04-01-2017 19:51:25.063,50.4693922,30.6325247,null,null,null,22.700000762939453,null
